employee_id,department,age,tenure_years,monthly_salary,commute_km,overtime,job_satisfaction,work_life_balance,last_promotion_years,performance_rating,training_hours_last_year,attrition
E1341,Customer Support,33,0.2,51600.0,17.0,Yes,4,5,4.4,4,17,No
E1342,Sales,43,0.1,79300.0,14.0,Yes,3,5,0.3,3,20,No
E1343,Engineering,39,3.1,62100.0,23.9,No,4,2,1.8,4,19,No
E1344,Engineering,31,1.1,58000.0,60.0,No,5,2,3.0,3,14,Yes
E1345,Customer Support,21,0.8,41400.0,6.7,Yes,3,1,2.2,4,9,No
E1346,Customer Support,44,1.1,27500.0,1.4,No,3,3,4.5,2,13,No
E1347,Sales,27,0.9,59700.0,1.0,Yes,4,4,0.2,3,20,No
E1348,Engineering,45,0.1,69200.0,15.6,No,1,5,2.9,4,15,No
E1349,Customer Support,41,10.7,49300.0,24.9,No,3,5,1.9,3,11,No
E1350,Customer Support,35,0.7,52000.0,3.0,No,5,1,1.2,4,27,No
E1351,Operations,21,4.0,38700.0,2.1,No,1,5,1.0,4,15,Yes
E1352,Marketing,32,4.3,56100.0,1.0,No,1,3,2.4,4,19,No
E1353,Sales,27,7.9,64700.0,20.8,No,1,1,5.5,3,18,Yes
E1354,Sales,35,0.1,50100.0,4.5,No,3,3,1.7,3,15,No
E1355,Customer Support,41,6.2,52100.0,6.2,No,1,1,4.4,4,19,No
E1356,Sales,39,2.2,59000.0,8.4,No,4,5,1.3,3,20,No
E1357,Customer Support,49,3.0,38700.0,22.0,Yes,1,1,0.3,4,24,No
E1358,HR,45,3.1,54500.0,12.6,No,5,2,0.2,3,22,No
E1359,Customer Support,53,5.1,43000.0,11.5,No,2,4,0.1,3,16,No
E1360,Engineering,52,1.2,81900.0,2.3,Yes,5,5,1.2,3,21,No
E1361,Customer Support,55,4.0,43700.0,8.6,No,3,4,1.0,1,19,No
E1362,Engineering,58,2.3,44600.0,15.1,No,1,5,3.2,3,12,No
E1363,Customer Support,46,4.7,50200.0,43.5,No,1,4,3.4,4,19,No
E1364,HR,31,14.0,53700.0,2.7,No,4,2,0.1,4,16,Yes
E1365,Engineering,55,0.7,48500.0,1.0,No,1,4,0.6,3,21,No
E1366,HR,28,15.7,61000.0,1.0,No,5,1,0.8,5,14,No
E1367,Operations,34,0.3,59000.0,5.7,No,3,4,2.0,3,14,No
E1368,Sales,30,0.1,44100.0,20.6,No,2,5,0.4,5,27,No
E1369,Sales,22,0.1,47400.0,1.0,No,1,3,0.4,4,24,No
E1370,Sales,29,1.3,55500.0,7.3,No,2,4,7.2,4,16,No
E1371,Sales,23,3.0,45800.0,4.8,No,1,4,4.1,2,10,No
E1372,Sales,41,0.2,67800.0,1.0,No,3,4,0.5,3,21,No
E1373,Marketing,46,0.1,54300.0,7.2,No,5,5,1.3,1,19,No
E1374,Sales,28,8.3,40500.0,3.5,Yes,3,4,1.1,4,15,No
E1375,Engineering,22,5.2,53400.0,5.2,Yes,2,5,3.9,3,18,Yes
E1376,Operations,26,5.0,65500.0,14.7,No,1,5,1.8,4,22,No
E1377,Sales,48,6.5,81900.0,8.8,No,2,3,0.3,3,19,No
E1378,Operations,49,3.6,56800.0,1.6,Yes,5,1,3.4,4,15,Yes
E1379,Engineering,46,0.3,64800.0,39.1,Yes,3,5,1.3,3,15,No
E1380,Sales,45,1.5,50800.0,12.1,Yes,2,2,0.8,3,25,No
E1381,Marketing,32,3.9,60000.0,17.4,No,2,4,1.2,3,11,No
E1382,Customer Support,25,1.0,47700.0,1.0,Yes,5,2,1.7,3,13,Yes
E1383,Operations,54,3.5,27700.0,1.0,No,1,4,1.1,3,26,No
E1384,Marketing,57,0.1,67000.0,1.0,No,2,3,0.7,4,15,No
E1385,Operations,35,1.1,67700.0,2.5,No,5,5,1.3,2,16,No
E1386,Engineering,56,2.4,82600.0,6.4,No,1,1,0.0,3,19,No
E1387,Sales,35,3.0,40500.0,33.0,Yes,1,5,3.7,4,18,No
E1388,Marketing,43,2.6,43100.0,7.3,No,3,4,0.5,2,10,No
E1389,Operations,26,3.6,24400.0,4.1,No,5,1,0.1,5,21,No
E1390,HR,41,0.1,72600.0,9.9,No,1,5,2.7,5,17,No
E1391,Engineering,43,0.3,62000.0,1.4,No,3,1,3.7,2,17,No
E1392,Engineering,36,6.1,112500.0,11.3,No,4,4,4.2,3,16,Yes
E1393,Operations,35,3.4,75900.0,10.1,Yes,5,3,1.7,3,13,No
E1394,Engineering,45,0.4,51800.0,18.8,No,4,3,0.6,4,17,No
E1395,HR,56,5.5,40800.0,51.8,Yes,1,5,3.3,4,15,No
E1396,Operations,31,0.8,55800.0,3.5,No,5,2,3.0,4,15,No
E1397,Engineering,35,2.0,35900.0,8.6,Yes,3,4,0.7,4,21,No
E1398,Marketing,24,0.5,46000.0,28.7,No,1,5,5.8,2,18,No
E1399,Marketing,41,3.7,44600.0,18.5,No,5,5,0.3,4,15,Yes
E1400,Sales,33,3.3,86900.0,8.0,Yes,5,3,10.1,4,20,Yes
E1401,Operations,42,0.7,51700.0,34.9,No,4,1,4.9,4,17,No
E1402,Customer Support,39,6.0,43100.0,1.0,Yes,1,4,2.9,4,16,No
E1403,Operations,54,1.5,41000.0,32.1,Yes,3,1,7.0,4,10,No
E1404,Engineering,34,1.0,85500.0,1.0,No,3,4,3.2,3,19,No
E1405,Operations,24,0.5,42800.0,9.5,No,1,2,0.5,3,16,No
E1406,Engineering,47,0.9,67800.0,26.5,No,1,3,1.5,3,15,No
E1407,Sales,49,0.1,47700.0,3.7,Yes,2,2,0.2,2,21,No
E1408,Operations,48,2.6,29000.0,7.7,No,4,5,1.2,5,21,No
E1409,Sales,55,5.5,42100.0,4.7,No,1,3,3.4,2,17,No
E1410,Engineering,28,2.4,59400.0,36.5,No,1,5,1.2,4,18,No
E1411,HR,36,0.7,47000.0,20.8,No,2,2,1.0,3,20,No
E1412,HR,56,0.1,47600.0,14.8,No,2,4,2.3,1,20,No
E1413,Customer Support,50,0.7,45600.0,10.6,No,5,5,5.1,5,19,No
E1414,Customer Support,38,1.6,40500.0,20.6,No,3,1,0.1,4,18,No
E1415,Engineering,22,4.3,94000.0,6.0,No,4,4,1.2,3,21,No
E1416,Engineering,33,0.6,86500.0,7.1,No,5,4,0.4,3,13,No
E1417,Engineering,24,3.8,66200.0,15.7,Yes,1,2,3.0,2,26,Yes
E1418,Marketing,46,6.1,55900.0,5.3,No,2,2,0.3,3,18,No
E1419,Marketing,45,1.8,46900.0,1.0,No,3,3,2.7,3,21,No
E1420,Operations,50,5.2,16200.0,1.0,Yes,5,3,0.8,3,13,Yes
E1421,Operations,31,2.4,49800.0,1.5,Yes,3,1,0.6,5,17,Yes
E1422,Sales,27,3.0,62600.0,24.5,No,2,4,6.9,4,13,Yes
E1423,Customer Support,51,2.2,26200.0,7.7,Yes,5,1,0.0,4,20,No
E1424,Sales,30,1.9,65600.0,15.0,No,5,1,1.4,4,12,No
E1425,Customer Support,59,0.8,43200.0,6.0,No,3,2,0.1,3,21,No
E1426,Engineering,33,1.1,75100.0,3.6,No,2,1,1.7,4,19,No
E1427,Operations,51,1.0,46100.0,5.1,Yes,1,1,1.7,3,19,No
E1428,Engineering,27,2.5,92200.0,19.0,No,5,5,1.0,4,14,No
E1429,Sales,56,0.4,61300.0,11.8,No,1,3,0.4,3,20,No
E1430,Sales,40,7.5,73500.0,33.3,No,2,3,1.2,2,15,No
E1431,Marketing,24,3.8,67700.0,13.7,No,5,4,2.8,4,14,No
E1432,Customer Support,27,1.5,32500.0,10.1,No,5,3,3.8,4,25,No
E1433,Sales,21,0.5,46100.0,11.3,No,1,4,1.9,4,20,No
E1434,Sales,33,6.4,64900.0,34.2,No,4,5,2.2,5,18,No
E1435,Marketing,42,5.2,47000.0,18.6,No,1,3,0.6,2,24,No
E1436,Sales,41,3.8,54000.0,1.0,No,1,5,0.8,3,11,No
E1437,Operations,42,1.0,66900.0,9.2,Yes,4,3,0.4,3,13,Yes
E1438,Marketing,48,1.5,47800.0,14.0,No,2,3,0.7,4,13,No
E1439,Sales,29,0.3,42500.0,16.6,No,2,5,0.6,4,20,No
E1440,Sales,46,0.6,44600.0,2.9,Yes,5,1,1.8,3,16,No
E1441,HR,29,4.6,80700.0,24.2,No,3,1,2.1,4,14,No
E1442,Engineering,35,3.8,65400.0,37.4,Yes,3,1,7.2,4,13,No
E1443,Engineering,30,2.7,43100.0,3.2,Yes,5,1,0.5,3,17,No
E1444,Operations,44,6.8,25600.0,25.7,Yes,3,3,2.6,4,21,No
E1445,HR,28,2.6,42000.0,1.2,Yes,1,2,4.2,4,15,Yes
E1446,HR,44,1.9,47900.0,1.0,No,1,5,2.1,5,21,No
E1447,Marketing,36,1.2,65700.0,1.7,Yes,4,2,0.7,3,13,No
E1448,Engineering,46,8.5,84800.0,1.0,Yes,4,2,0.8,2,18,No
E1449,Sales,47,0.3,57600.0,22.4,No,5,4,0.1,3,21,No
E1450,Operations,57,8.0,43400.0,1.0,No,5,1,0.9,2,12,No
E1451,Customer Support,24,5.3,51100.0,3.8,No,5,3,3.4,5,18,No
E1452,Engineering,44,0.4,36000.0,1.3,No,1,1,0.1,2,17,No
E1453,Operations,39,2.5,76200.0,4.2,No,3,1,0.6,4,15,No
E1454,Sales,56,6.0,68000.0,1.1,Yes,5,2,3.1,3,17,Yes
E1455,Customer Support,59,2.5,57800.0,13.2,No,5,4,3.8,3,23,Yes
E1456,Sales,30,7.1,40800.0,1.7,Yes,1,1,1.5,2,20,Yes
E1457,Engineering,45,8.6,92800.0,22.9,No,1,5,3.0,4,19,No
E1458,Sales,38,1.6,50500.0,20.4,No,1,5,1.2,4,21,No
E1459,Sales,39,1.4,42700.0,1.0,No,3,1,0.4,3,14,No
E1460,Sales,56,8.3,57100.0,27.1,No,5,2,1.3,5,18,No
E1461,Customer Support,30,3.4,46000.0,1.0,No,2,2,2.2,3,15,Yes
E1462,Marketing,53,0.4,36900.0,3.3,Yes,2,3,7.4,3,15,Yes
E1463,Customer Support,25,0.1,35400.0,1.0,No,5,4,0.2,3,17,Yes
E1464,HR,55,2.5,37200.0,4.9,No,5,2,1.8,2,13,No
E1465,Engineering,54,8.0,50600.0,8.7,No,5,3,1.0,5,13,No
E1466,Engineering,53,5.6,61500.0,19.1,Yes,5,5,1.8,3,26,No
E1467,Operations,41,3.4,30800.0,4.9,No,3,5,0.1,2,22,No
E1468,Engineering,37,0.4,55800.0,14.7,No,2,5,0.9,3,16,No
E1469,HR,42,0.9,65000.0,2.5,No,4,1,4.3,4,16,No
E1470,Sales,57,6.3,70700.0,16.7,No,2,4,2.0,3,16,No
E1471,HR,35,0.6,36200.0,3.2,No,2,3,1.5,4,15,No
E1472,Sales,55,1.0,72900.0,1.9,No,1,4,0.8,2,25,No
E1473,Operations,48,0.4,23000.0,2.5,No,5,1,0.9,3,14,No
E1474,Customer Support,27,3.4,77700.0,2.4,No,5,3,1.2,4,23,No
E1475,HR,52,8.6,68500.0,8.6,No,5,3,4.5,2,17,No
E1476,Sales,31,0.9,48900.0,22.4,No,1,2,8.5,4,17,No
E1477,Customer Support,30,1.9,51600.0,1.0,Yes,3,4,1.4,2,11,No
E1478,HR,29,3.0,31300.0,14.7,Yes,3,4,1.2,4,14,No
E1479,Customer Support,34,20.0,47500.0,12.7,No,4,2,4.7,3,24,No
E1480,Customer Support,33,0.3,44400.0,24.7,Yes,3,5,1.4,4,16,No
E1481,Marketing,45,2.1,40400.0,3.4,No,3,1,2.0,3,22,No
E1482,Engineering,22,1.5,60000.0,7.2,No,5,4,0.7,2,18,Yes
E1483,Customer Support,55,6.0,39500.0,31.2,No,2,2,3.4,3,16,No
E1484,Customer Support,27,1.9,32300.0,12.9,No,3,3,1.9,2,18,No
E1485,Operations,41,0.4,37900.0,5.9,No,3,2,4.1,3,18,No
E1486,Sales,38,3.0,35100.0,1.7,Yes,1,5,3.8,3,16,Yes
E1487,Engineering,23,4.4,84900.0,3.7,No,4,1,0.6,4,19,No
E1488,HR,59,0.1,37700.0,10.4,No,1,5,3.1,4,16,No
E1489,Operations,31,5.9,33000.0,15.2,No,5,3,4.0,4,28,No
E1490,Engineering,59,0.6,84500.0,1.6,No,2,3,1.1,4,20,No
E1491,Customer Support,44,2.4,51400.0,11.0,No,4,3,0.5,3,19,No
E1492,Engineering,39,1.6,83900.0,9.6,Yes,1,3,0.0,3,21,No
E1493,Sales,24,3.8,72100.0,8.7,No,3,2,1.5,3,19,No
E1494,Engineering,46,1.4,105100.0,14.1,No,3,3,1.1,4,12,No
E1495,Engineering,58,6.1,65900.0,21.8,Yes,4,3,2.0,3,16,No
E1496,Customer Support,52,3.9,28100.0,4.7,No,3,2,0.5,1,20,No
E1497,Sales,59,3.1,62100.0,26.4,No,1,3,4.9,4,16,Yes
E1498,HR,56,4.8,41400.0,2.1,No,1,5,0.7,3,18,No
E1499,HR,57,4.2,37400.0,2.3,Yes,3,5,0.6,4,24,No
E1500,Marketing,53,0.1,53700.0,3.7,Yes,3,4,1.6,4,24,No
E1501,Customer Support,56,1.5,57800.0,1.5,No,5,5,1.7,2,23,No
E1502,Engineering,23,8.0,53100.0,3.1,Yes,2,1,0.6,2,19,No
E1503,Operations,29,0.4,66700.0,1.4,No,4,1,0.8,3,23,Yes
E1504,Marketing,28,4.0,38200.0,20.7,No,1,1,0.5,4,16,No
E1505,Sales,53,11.0,53900.0,1.8,No,4,2,3.2,3,9,No
E1506,Operations,26,0.2,54700.0,16.5,No,5,5,3.7,4,24,No
E1507,Operations,59,3.4,44300.0,1.0,No,1,1,1.6,4,17,No
E1508,HR,24,1.9,26100.0,35.6,Yes,5,4,3.1,3,17,No
E1509,Marketing,33,2.6,65500.0,14.9,Yes,5,2,3.3,1,17,Yes
E1510,Customer Support,22,0.3,38800.0,1.0,No,3,4,0.4,4,20,No
E1511,Engineering,25,0.1,82800.0,17.3,No,4,5,8.5,3,17,No
E1512,HR,47,3.3,33100.0,8.7,No,4,3,4.3,4,18,No
E1513,Operations,52,5.2,34700.0,18.1,No,3,4,0.6,3,20,No
E1514,Sales,41,4.6,71300.0,8.9,No,4,3,0.5,4,19,No
E1515,Sales,28,2.4,63100.0,12.3,Yes,3,2,0.3,4,13,No
E1516,Engineering,58,0.3,60500.0,18.5,Yes,1,4,0.4,4,15,No
E1517,Operations,28,3.5,54300.0,6.2,No,5,4,3.4,3,15,No
E1518,HR,23,0.8,37400.0,1.0,No,5,2,1.6,3,18,No
E1519,Sales,23,7.3,59500.0,22.8,No,4,2,3.8,4,24,No
E1520,Customer Support,42,5.5,48400.0,5.8,No,2,1,3.4,3,17,No
E1521,Engineering,26,3.7,61800.0,8.2,No,5,5,2.3,3,19,No
E1522,HR,22,8.9,39100.0,1.0,No,3,4,2.9,5,17,No
E1523,Operations,43,0.1,50500.0,8.1,No,2,4,0.0,3,23,No
E1524,Operations,22,4.0,48800.0,51.6,Yes,2,2,0.9,1,9,Yes
E1525,Engineering,58,1.2,60000.0,3.9,No,5,2,2.5,1,17,No
E1526,Engineering,37,7.1,49400.0,6.0,No,5,5,0.0,4,20,No
E1527,Engineering,55,0.9,69000.0,13.9,Yes,5,2,0.1,4,18,No
E1528,Sales,54,3.9,50500.0,20.2,No,3,3,4.8,3,22,No
E1529,Operations,43,6.3,35600.0,6.5,No,2,3,2.9,3,10,No
E1530,Operations,50,0.1,50100.0,4.4,Yes,4,3,0.8,3,13,Yes
E1531,HR,28,1.5,72800.0,33.3,No,3,3,2.9,4,13,Yes
E1532,HR,42,4.3,45500.0,13.6,No,1,5,3.9,2,16,No
E1533,Customer Support,56,1.8,65900.0,1.5,Yes,5,4,0.9,5,27,No
E1534,Marketing,25,0.9,82400.0,1.0,No,2,3,0.1,3,17,No
E1535,HR,33,0.7,37400.0,7.9,Yes,3,2,6.7,5,25,Yes
E1536,Operations,49,0.4,49600.0,3.0,No,1,3,1.1,3,10,No
E1537,Engineering,51,5.8,108200.0,3.5,Yes,3,5,0.3,4,20,No
E1538,Engineering,36,2.6,66500.0,25.2,No,3,2,1.7,3,16,No
E1539,Sales,50,0.2,58400.0,1.1,No,4,3,3.7,2,32,No
E1540,HR,36,1.4,27500.0,15.1,Yes,4,4,0.6,4,27,No
E1541,Customer Support,32,1.4,40000.0,3.8,No,3,2,0.8,4,13,No
E1542,Engineering,37,0.6,79100.0,17.1,No,1,2,0.7,3,19,No
E1543,Marketing,36,1.7,86800.0,15.4,No,2,4,12.0,4,21,No
E1544,Customer Support,32,1.2,44300.0,1.0,No,2,2,0.5,4,28,No
E1545,Engineering,28,1.3,37600.0,8.5,No,5,3,2.1,4,23,No
E1546,Sales,40,4.0,35600.0,1.8,Yes,5,2,6.5,3,19,No
E1547,Marketing,23,0.8,51800.0,24.1,Yes,2,3,0.4,3,19,No
E1548,Customer Support,36,3.1,61800.0,24.6,No,3,4,8.8,3,7,No
E1549,Operations,50,2.5,58100.0,6.5,No,3,1,7.4,3,13,No
E1550,Customer Support,43,2.5,52600.0,7.1,No,4,4,5.4,4,15,No
E1551,Operations,48,3.3,67100.0,4.3,No,4,3,0.6,3,17,No
E1552,Customer Support,25,2.4,37600.0,15.1,No,5,5,2.5,3,18,No
E1553,Customer Support,40,6.3,47000.0,5.3,No,2,4,3.6,4,20,No
E1554,Operations,21,3.4,42500.0,3.7,Yes,3,5,10.7,4,17,No
E1555,Engineering,50,2.4,63600.0,6.8,Yes,2,5,0.5,3,17,No
E1556,Sales,41,5.3,41900.0,1.2,No,1,3,3.6,3,13,No
E1557,Sales,40,2.8,52300.0,16.5,No,2,3,1.0,5,26,No
E1558,Marketing,26,1.0,51900.0,1.0,No,1,1,0.5,3,15,No
E1559,Customer Support,42,0.7,42000.0,12.4,Yes,4,2,1.4,4,22,No
E1560,Marketing,38,0.5,50000.0,2.4,No,4,4,3.9,4,22,No
E1561,Sales,28,6.9,64200.0,3.2,No,5,3,1.6,3,16,No
E1562,Sales,59,3.7,77300.0,12.1,Yes,2,4,1.9,5,19,No
E1563,Sales,52,8.3,78400.0,59.4,No,2,5,13.3,4,25,No
E1564,Engineering,53,2.8,83000.0,18.0,No,1,2,1.3,3,17,Yes
E1565,Customer Support,36,1.9,30700.0,3.1,No,4,1,2.4,4,13,No
E1566,Engineering,32,0.2,62000.0,2.3,No,1,4,1.1,4,27,No
E1567,Engineering,58,3.3,63600.0,24.1,No,4,2,1.2,4,22,No
E1568,Operations,54,2.6,40600.0,7.0,Yes,1,1,3.0,4,15,No
E1569,Engineering,34,13.9,75100.0,1.8,Yes,4,4,6.9,3,18,No
E1570,Customer Support,56,0.8,26400.0,23.8,No,1,2,2.0,3,14,No
E1571,Operations,53,2.3,72400.0,20.3,No,4,3,3.7,3,20,No
E1572,Engineering,43,3.2,91100.0,49.6,Yes,1,4,0.2,2,14,No
E1573,Customer Support,22,3.1,52900.0,28.9,No,2,2,0.6,2,13,No
E1574,Operations,41,2.5,48700.0,22.9,No,5,1,1.7,4,13,No
E1575,HR,22,4.5,67500.0,1.0,No,1,2,0.1,4,16,No
E1576,Sales,47,0.7,68600.0,1.3,Yes,5,3,0.7,4,14,No
E1577,HR,29,3.9,65900.0,10.1,No,2,4,1.8,4,14,No
E1578,Customer Support,21,2.9,46000.0,9.1,Yes,2,4,0.0,4,21,No
E1579,Engineering,31,6.8,102200.0,7.3,No,4,4,0.8,3,16,No
E1580,Engineering,23,5.6,90600.0,6.1,No,5,3,1.8,4,31,No
E1581,HR,43,1.1,57600.0,6.8,No,3,1,2.1,3,14,No
E1582,Customer Support,46,1.0,62700.0,10.1,Yes,4,4,6.5,5,11,No
E1583,Engineering,24,12.0,60900.0,1.0,Yes,5,1,2.6,4,19,No
E1584,Customer Support,38,2.2,31900.0,3.6,No,1,2,1.3,3,16,No
E1585,Engineering,26,7.1,74800.0,8.8,No,1,1,6.7,4,28,No
E1586,Sales,55,0.5,56800.0,15.4,No,2,1,3.8,3,20,Yes
E1587,Sales,42,3.1,54600.0,2.3,No,3,4,0.6,3,10,No
E1588,Sales,35,5.0,76900.0,9.5,No,1,5,0.4,4,12,No
E1589,Sales,42,8.8,60400.0,15.0,Yes,5,5,2.8,3,13,No
E1590,Sales,57,1.2,62000.0,7.1,Yes,5,3,2.1,2,21,No
E1591,Customer Support,32,3.9,42600.0,1.0,Yes,1,3,3.9,5,20,No
E1592,Sales,58,2.3,71600.0,7.2,Yes,5,5,3.4,4,19,No
E1593,Engineering,38,0.2,81900.0,4.2,No,5,2,2.5,4,26,No
E1594,Operations,55,3.5,61300.0,31.9,No,2,4,10.7,4,24,No
E1595,Customer Support,50,3.5,40400.0,1.6,No,3,4,1.9,3,28,Yes
E1596,Marketing,44,8.0,70900.0,12.7,Yes,2,2,0.3,3,16,No
E1597,Sales,50,2.1,86700.0,1.0,Yes,3,2,4.4,4,12,No
E1598,Sales,34,0.8,71000.0,7.1,Yes,5,5,0.7,5,27,No
E1599,Sales,26,0.1,45000.0,9.7,No,3,3,3.8,3,21,No
E1600,Sales,23,1.6,45200.0,4.2,No,5,2,7.9,4,15,No
E1601,Engineering,36,1.1,61800.0,7.3,No,5,3,3.0,5,14,No
E1602,Sales,27,4.3,48800.0,2.1,Yes,2,1,2.3,4,13,Yes
E1603,Sales,34,1.3,56600.0,4.4,Yes,2,4,1.5,5,25,No
E1604,Sales,29,8.9,67700.0,11.6,Yes,4,5,1.1,3,18,No
E1605,Engineering,35,9.8,74100.0,4.3,Yes,1,4,1.1,5,18,No
E1606,Sales,41,2.9,60900.0,27.6,No,4,5,2.5,4,16,No
E1607,Engineering,55,7.9,64200.0,11.9,Yes,4,1,3.5,2,17,No
E1608,Customer Support,22,4.3,45800.0,6.9,No,3,4,2.8,5,19,No
E1609,Marketing,47,2.4,63600.0,1.0,No,5,1,0.6,3,18,No
E1610,Sales,22,0.6,26000.0,8.3,No,5,5,1.7,3,16,No
E1611,Operations,55,1.8,49300.0,17.4,No,5,2,3.9,4,14,No
E1612,Customer Support,38,2.5,50400.0,3.7,No,1,4,1.6,3,21,No
E1613,Sales,34,6.0,70100.0,19.7,Yes,3,1,1.9,3,15,Yes
E1614,Operations,40,2.0,35800.0,3.5,No,3,4,3.7,4,11,No
E1615,HR,38,6.8,36000.0,20.8,No,5,4,2.7,1,12,No
E1616,Sales,30,3.4,67000.0,1.1,Yes,4,4,1.3,3,18,No
E1617,Engineering,45,0.4,33000.0,24.1,No,1,3,5.6,1,23,No
E1618,Operations,22,15.9,67500.0,8.3,No,4,1,0.4,3,10,No
E1619,Marketing,45,2.2,55500.0,4.2,No,2,1,13.5,4,19,Yes
E1620,Sales,53,1.5,82300.0,3.7,Yes,3,4,0.3,4,16,No
E1621,Sales,56,3.2,40600.0,6.8,Yes,3,2,0.0,5,19,Yes
E1622,Engineering,51,0.3,60600.0,60.0,No,4,4,5.5,4,18,No
E1623,Customer Support,34,3.0,16100.0,3.0,Yes,1,3,0.7,3,20,No
E1624,Customer Support,21,2.1,36600.0,1.3,No,3,5,3.3,5,13,No
E1625,Engineering,36,1.6,65200.0,10.6,No,4,3,4.2,4,20,No
E1626,Engineering,23,9.2,32000.0,8.0,Yes,1,2,4.9,4,14,Yes
E1627,Marketing,55,2.2,46600.0,8.9,No,4,4,11.9,4,15,No
E1628,Sales,26,0.7,26500.0,13.2,No,1,1,0.9,5,23,No
E1629,Engineering,45,1.8,63900.0,3.7,Yes,5,4,3.1,4,17,Yes
E1630,Marketing,33,7.6,68600.0,29.0,No,1,2,0.3,3,17,No
E1631,Operations,54,0.6,49000.0,6.9,No,2,1,1.3,4,12,Yes
E1632,Customer Support,28,0.7,67900.0,1.7,No,5,3,4.7,2,23,No
E1633,Customer Support,41,0.1,56800.0,16.3,No,4,5,1.1,3,14,No
E1634,Sales,54,0.1,79000.0,12.4,No,5,5,2.2,3,14,No
E1635,Engineering,24,5.3,54400.0,4.6,No,5,4,1.8,3,13,Yes
E1636,Customer Support,45,4.0,36700.0,11.7,No,4,3,2.6,1,21,No
E1637,Engineering,35,1.3,75200.0,3.0,No,4,2,9.0,3,16,No
E1638,Engineering,24,3.6,39100.0,7.1,No,2,5,0.1,4,19,No
E1639,Engineering,32,1.5,77600.0,27.6,No,4,3,2.1,4,21,No
E1640,Sales,52,9.2,52600.0,1.7,Yes,3,4,5.0,5,16,No
E1641,Engineering,52,10.2,93600.0,5.9,No,3,1,1.6,3,14,No
E1642,Sales,48,1.5,68500.0,20.7,No,2,4,0.2,4,11,Yes
E1643,Engineering,33,5.8,89400.0,41.9,Yes,1,4,2.1,5,7,No
E1644,Sales,51,4.4,45900.0,7.3,No,1,3,1.0,3,21,No
E1645,Operations,34,1.1,63600.0,8.5,Yes,3,5,0.4,4,20,No
E1646,Customer Support,40,0.8,65200.0,10.2,Yes,4,3,4.7,4,13,No
E1647,Marketing,38,1.8,51700.0,32.3,No,2,1,1.8,2,13,No
E1648,Operations,49,4.6,39500.0,23.4,No,1,3,6.8,4,21,No
E1649,Customer Support,26,9.7,37600.0,2.2,Yes,1,2,4.1,4,18,No
E1650,Sales,52,4.3,77300.0,6.9,No,5,4,3.0,2,17,No
E1651,Customer Support,49,5.8,81000.0,7.5,No,3,5,0.0,2,22,No
E1652,Customer Support,22,2.8,34300.0,18.7,Yes,4,1,1.4,2,19,Yes
E1653,Marketing,43,5.4,37100.0,11.1,No,2,4,0.6,3,24,No
E1654,Engineering,39,4.6,86000.0,12.7,No,1,3,6.0,3,15,No
E1655,Sales,51,1.4,45900.0,60.0,No,5,2,0.5,3,18,Yes
E1656,Engineering,25,2.4,87900.0,1.0,No,3,3,0.8,3,19,No
E1657,Engineering,39,4.9,77500.0,3.0,No,3,4,1.8,5,16,No
E1658,Customer Support,54,0.1,46400.0,6.3,Yes,2,1,0.8,3,16,No
E1659,Customer Support,30,5.0,52400.0,5.1,Yes,1,5,0.6,2,18,No
E1660,Engineering,45,0.6,75900.0,1.0,No,2,4,2.3,3,18,No
E1661,HR,22,2.2,48100.0,1.2,No,2,1,0.2,3,19,Yes
E1662,Customer Support,31,5.0,24400.0,13.7,Yes,5,4,0.1,3,18,No
E1663,Engineering,51,0.9,72100.0,25.4,No,3,2,1.2,3,26,No
E1664,Sales,35,0.8,82500.0,8.7,No,4,3,3.2,3,15,No
E1665,Sales,29,1.5,32400.0,9.3,Yes,3,5,2.0,4,13,No
E1666,Engineering,43,6.8,50600.0,3.5,Yes,3,1,1.4,5,18,No
E1667,Sales,39,0.1,64500.0,17.5,Yes,5,5,2.1,3,14,No
E1668,Sales,29,6.9,58400.0,16.7,No,4,5,1.1,3,24,No
E1669,Engineering,55,0.5,76500.0,10.7,Yes,1,5,6.9,4,20,No
E1670,Sales,41,13.8,46700.0,2.9,No,4,1,0.1,4,19,No
E1671,Operations,29,9.3,65200.0,1.2,No,1,1,2.8,3,20,No
E1672,Sales,48,2.0,58500.0,1.0,No,4,5,5.5,5,18,No
E1673,Customer Support,27,2.2,55700.0,10.8,Yes,2,3,4.1,4,16,No
E1674,Engineering,36,2.0,74800.0,20.9,No,4,4,0.5,3,13,No
E1675,HR,36,3.0,53000.0,23.5,No,5,5,0.9,4,18,No
E1676,Sales,53,0.3,67600.0,7.5,No,1,2,3.2,5,17,Yes
E1677,Engineering,24,0.1,72200.0,18.4,No,3,5,0.2,4,23,No
E1678,HR,24,0.2,34100.0,35.2,No,5,1,4.2,2,17,No
E1679,Operations,59,1.8,64200.0,3.9,No,1,4,3.2,3,23,No
E1680,Operations,37,1.0,60600.0,6.1,No,1,2,3.3,3,15,Yes
E1681,Engineering,57,2.9,29200.0,32.2,Yes,3,4,0.3,3,19,No
E1682,Sales,59,14.7,47500.0,5.0,Yes,2,4,3.2,4,18,Yes
E1683,Marketing,49,1.5,67100.0,29.4,No,5,2,2.8,4,17,No
